keyword,positiveprob,negativeprob
"A,0.002678888888888889,0.0020894444444444446
important,0.011921666666666667,0.007381666666666667
inspiration,0.0019994444444444443,0.0007688888888888889
personally,0.0037766666666666665,0.0028194444444444443
throughout,0.007644444444444444,0.005886111111111111
teen,0.001825,0.0014277777777777778
years.,0.01330111111111111,0.010172777777777777
higher,0.0037188888888888888,0.004816666666666667
energy,0.004028888888888889,0.0023977777777777778
tracks,0.012365555555555555,0.007191111111111111
like,0.1916561111111111,0.21443666666666666
absolutely,0.016156666666666666,0.015292222222222223
superb,0.004545555555555555,0.000835
amazing,0.020730555555555554,0.004717777777777778
music,,0.009536666666666667,0.006242777777777778
probably,0.02212333333333333,0.027554444444444444
work,0.05213333333333333,0.07550222222222222
(I,0.008213888888888889,0.00870611111111111
haven't,0.015171666666666667,0.011088333333333334
heard,0.02544,0.019322222222222223
soundtrack,,0.0007077777777777778,0.00045222222222222224
can't,0.04404555555555555,0.057708888888888886
say,0.04482333333333333,0.05313
never,0.057479444444444444,0.07867055555555555
game,,0.0036783333333333334,0.004416111111111111
twice,0.0048827777777777776,0.008435
it.I,0.0014305555555555556,0.0021327777777777777
wish,0.022375555555555555,0.021926666666666667
could,0.06783388888888889,0.10349388888888889
give,0.039273888888888886,0.051887777777777776
stars.,0.005141666666666667,0.005913333333333333
Excellent,0.026376666666666666,0.0008766666666666667
Soundtrack,0.0005994444444444444,0.00024777777777777775
truly,0.019630555555555554,0.01088611111111111
enjoy,0.03179666666666667,0.01698888888888889
video,0.016027222222222224,0.01852888888888889
music.,0.013716111111111111,0.008178333333333333
it's,0.09117388888888889,0.09221166666666666
relaxing,0.001851111111111111,0.0004038888888888889
disk,0.001821111111111111,0.003346111111111111
one.,0.02299611111111111,0.034423333333333334
favorites,0.004696111111111111,0.0005905555555555555
Life,0.004309444444444445,0.002245
Ancient,0.0004911111111111111,0.00023333333333333333
Lost,0.0014105555555555555,0.0014716666666666667
girlfriend,0.0013761111111111112,0.0011805555555555556
likes,0.009656666666666666,0.004461666666666667
three.,0.00061,0.0005238888888888888
Garden,0.0006788888888888889,0.00037611111111111113
God,,0.0011855555555555556,0.0012433333333333333
Tower,0.0003438888888888889,0.0002755555555555556
Dragon,0.0006616666666666666,0.00056
excellent,0.04219055555555556,0.008771666666666667
brought,0.008105,0.004836111111111111
know,0.063255,0.07150277777777778
divine,0.00035555555555555557,0.00019555555555555556
is!,0.0010072222222222223,0.0005855555555555555
Every,0.008843333333333333,0.005295555555555556
single,0.011215555555555555,0.012571111111111111
song,0.02861,0.017608333333333333
tells,0.008271666666666667,0.0048427777777777774
story,0.061735,0.04773555555555556
good!,0.0026794444444444444,0.0008011111111111112
greatest,0.010765,0.004242777777777778
songs,0.042,0.027059444444444445
without,0.03968055555555555,0.039837222222222225
doubt,,0.0008427777777777778,0.0006872222222222222
Sea,0.0007188888888888889,0.00041444444444444444
perfect,0.03070777777777778,0.006836111111111111
ask,0.005755555555555555,0.0056522222222222225
me,,0.012998333333333334,0.015227777777777778
be.,0.005935555555555556,0.005986111111111111
poured,0.00030055555555555554,0.0005272222222222222
heart,0.010548888888888889,0.0038194444444444443
wrote,0.005843888888888889,0.009551666666666667
paper.,0.0008194444444444445,0.00199
absolute,0.0039022222222222223,0.003567777777777778
masterpiece,0.002915,0.000865
quite,0.032399444444444446,0.02598111111111111
sure,0.02971277777777778,0.03497777777777778
actually,0.026913333333333334,0.040365
taking,0.010038333333333333,0.010862222222222223
time,0.09174555555555555,0.11499555555555556
read,0.11874,0.10083222222222223
least,0.01639888888888889,0.030965
once,,0.0012005555555555556,0.0018316666666666668
here.,0.0077866666666666666,0.010412222222222222
whether,0.005827222222222222,0.005643888888888889
aware,0.003085,0.003785
not,,0.00293,0.0038716666666666665
contributed,0.00041444444444444444,0.00035277777777777776
greatly,0.0024016666666666665,0.002138888888888889
mood,0.0028166666666666665,0.0011716666666666666
minute,0.004169444444444444,0.005190555555555556
whole,0.02493888888888889,0.028782222222222223
CDs,0.003325,0.0027394444444444445
exact,0.002428333333333333,0.004123333333333333
assure,0.0005111111111111112,0.0005033333333333333
not,0.25499,0.46108055555555555
forget.,0.00048166666666666665,0.000105
everything,0.023051666666666668,0.018366666666666667
listener,0.0015505555555555555,0.0006183333333333334
--,0.014362777777777778,0.01814
fast-paced,0.0007411111111111111,0.000185
energetic,0.0007783333333333334,0.00019944444444444445
slower,0.0012194444444444444,0.0008722222222222223
haunting,0.0019966666666666666,0.0003155555555555556
purely,0.0006388888888888889,0.0008138888888888888
beautifully,0.00577,0.0011044444444444444
composed,0.0007338888888888889,0.0004661111111111111
fantastic,0.010101666666666667,0.0023933333333333333
vocals,0.0056211111111111114,0.003203888888888889
soundtracks,0.0005044444444444444,0.00024722222222222224
there,,0.004277777777777778,0.004605
surely,0.0018883333333333332,0.001825
ever.,0.004969444444444445,0.00386
Buyer,9.888888888888889e-05,0.0037133333333333332
beware,0.0004922222222222222,0.0023877777777777777
book,,0.034423333333333334,0.03549611111111111
want,0.058361111111111114,0.07332944444444445
star,0.009057222222222222,0.019995
written,0.02851611111111111,0.030087222222222224
Ms.,0.005063888888888889,0.004850555555555556
family,0.021655555555555556,0.008718888888888889
perhaps,,0.00032333333333333335,0.0004038888888888889
imagine,0.004313888888888889,0.00571
spent,0.005561111111111111,0.014353888888888888
evening,0.0013783333333333334,0.0007761111111111111
book,0.22639777777777778,0.20343833333333333
friend,0.012723888888888889,0.008426666666666667
bits,0.001845,0.00232
pieces,0.006572222222222222,0.008895555555555556
another.,0.0019983333333333333,0.002701111111111111
definitely,0.02730611111111111,0.014174444444444444
bad,0.02355222222222222,0.06724333333333334
enough,0.033972777777777775,0.03938833333333333
entered,0.0005072222222222223,0.0005961111111111111
kind,0.017733333333333334,0.021596666666666667
believe,0.018736666666666665,0.030499444444444444
Amazon,0.015690555555555555,0.031003333333333334
sells,0.0008477777777777778,0.0017677777777777778
thing.,0.004032222222222223,0.007593333333333333
Maybe,0.004373333333333333,0.015588333333333333
offer,0.0032727777777777777,0.005717777777777777
8th,0.0005505555555555555,0.0005655555555555556
grade,0.0028005555555555557,0.0029861111111111113
term,0.0013083333333333334,0.002023888888888889
paper,0.004449444444444444,0.009118333333333334
"To,0.0003711111111111111,0.00025666666666666665
Kill,0.0005338888888888889,0.00048444444444444446
of.,0.0023905555555555555,0.0021883333333333334
Anyway,,0.0021383333333333332,0.0019322222222222223
unless,0.003978888888888889,0.017402777777777777
send,0.0030166666666666666,0.014248333333333333
someone,0.01758888888888889,0.028233888888888888
far,,0.003947222222222223,0.002162222222222222
far,0.03004,0.032115
one!,0.0035366666666666667,0.002842222222222222
loved,0.03878,0.016503888888888887
wicked,0.0006383333333333333,0.0002483333333333333
pleasantly,0.002992777777777778,0.00023555555555555556
surprised,0.009100555555555556,0.006685555555555556
changes,0.0038305555555555554,0.003107222222222222
book.,0.05949444444444445,0.061900555555555556
romance,0.004622777777777778,0.0038955555555555558
novels,,0.0011683333333333333,0.0012944444444444444
world,0.02216111111111111,0.012348333333333333
raving,0.00024722222222222224,0.0005311111111111111
bought,0.069585,0.10209
it.,0.11393555555555555,0.13328333333333334
!!,0.00192,0.0015055555555555556
brilliant,0.0058516666666666665,0.0022555555555555554
true.,0.0020294444444444444,0.0024816666666666667
wonderful,0.03524388888888889,0.007897222222222222
told,0.00972,0.016629444444444443
friends,0.015109444444444444,0.0074288888888888885
typical,0.004821111111111111,0.004527222222222222
romance,,0.0014594444444444444,0.0006033333333333333
more.,0.011523333333333333,0.007573888888888889
Not,0.030996666666666665,0.10563666666666667
becuase,0.0005761111111111111,0.0008027777777777778
missing,0.0057822222222222225,0.009368333333333333
warming,0.0006894444444444445,0.0005205555555555556
story.,0.01294,0.010255
FIVE,0.00031277777777777776,0.0003266666666666667
STAR,0.000375,0.0006338888888888889
BOOK,0.0029844444444444445,0.002505
finished,0.007991666666666666,0.0077755555555555555
Wicked,0.00029444444444444445,0.00018555555555555556
fell,0.004892777777777778,0.010348888888888888
love,0.11909833333333333,0.04305222222222222
expected,0.008115555555555556,0.017668333333333335
average,0.004235,0.0064422222222222224
read,,0.009895,0.006157222222222222
instead,0.010897222222222223,0.022975555555555555
found,0.05591,0.05988333333333333
books,0.046911666666666664,0.042953333333333336
time.,0.031656666666666666,0.03159611111111111
thought,0.038317222222222225,0.06077055555555556
predict,0.00036888888888888887,0.0003916666666666667
outcome,0.0005722222222222222,0.000535
shocked,0.0013772222222222222,0.002723888888888889
writting,0.0003261111111111111,0.00035
descriptive,0.0010683333333333332,0.0008477777777777778
broke,0.003311111111111111,0.016227222222222223
felt,0.013000555555555555,0.019371666666666666
distant,0.0005516666666666667,0.000455
reader.,0.0019705555555555557,0.001945
lover,0.0022322222222222222,0.0009988888888888888
novels,0.004025555555555556,0.0039388888888888885
read.,0.025228888888888888,0.014391111111111111
Don't,0.011836111111111111,0.052685555555555555
let,0.015907777777777778,0.023092777777777778
cover,0.013571666666666666,0.019268888888888887
fool,0.0008677777777777778,0.0018861111111111112
easy,0.06372888888888889,0.018163333333333333
made,0.05209277777777778,0.0685111111111111
keep,0.03510777777777778,0.030815555555555554
on,,0.0046455555555555555,0.00775
put,0.055898333333333335,0.05330611111111111
left,0.014285555555555555,0.024065555555555555
wanting,0.006149444444444444,0.003503333333333333
follow,0.009723333333333334,0.007857777777777778
coming,0.009485555555555556,0.009445555555555556
soon.,0.002147777777777778,0.001676111111111111
used,0.05278,0.061268333333333334
gotten,0.005029444444444444,0.006552777777777778
again.,0.018082222222222222,0.026498888888888888
enjoyable.,0.002545,0.000885
complete,0.009908333333333333,0.01617888888888889
waste,0.002478888888888889,0.07226611111111111
errors,,0.00023,0.0011616666666666668
poor,0.004081111111111111,0.03505388888888889
totally,0.00997888888888889,0.01600611111111111
pathetic,0.00026777777777777775,0.0030727777777777776
plot,0.012917222222222222,0.02612
add,0.012073333333333333,0.009073333333333333
nothing.,0.0005527777777777778,0.004373888888888889
embarrassed,0.00020277777777777777,0.0013861111111111112
author,0.02290888888888889,0.036944444444444446
disappointed,0.007478888888888889,0.04385555555555556
paid,0.004846111111111111,0.01501611111111111
Great,0.11154166666666666,0.014959444444444444
great,0.21061833333333332,0.07869
fast,0.014109444444444445,0.00819611111111111
enough.,0.0032605555555555556,0.004079444444444445
Boy,0.0016205555555555556,0.0016666666666666668
twist,0.003216111111111111,0.0019755555555555555
turns,0.005753333333333333,0.006093333333333333
keeps,0.012685,0.005601111111111111
guessing,0.0014927777777777778,0.0010216666666666666
happen,0.005606666666666667,0.005996666666666667
next.,0.002363333333333333,0.0011433333333333334
makes,0.047730555555555554,0.034819444444444445
fall,0.007072777777777778,0.009529444444444445
heat,0.003418888888888889,0.004183333333333333
also,0.086445,0.057776666666666664
make,0.06715555555555555,0.07962833333333333
go,0.04826888888888889,0.055341666666666664
several,0.02595277777777778,0.02732611111111111
emotions.,0.0006061111111111111,0.00018944444444444445
quick,0.010769444444444444,0.005935
romance.,0.0010544444444444444,0.0006361111111111112
something,0.034965,0.059497777777777774
end,0.023223888888888888,0.029714444444444446
day,0.024822777777777777,0.02383611111111111
night.,0.0032616666666666666,0.002098888888888889
Read,0.009874444444444444,0.0059744444444444446
brilliant,,0.0007761111111111111,0.0003316666666666667
yet,0.02296222222222222,0.016117222222222224
realistic.,0.000865,0.00051
showed,0.003541111111111111,0.004261111111111111
error,0.0008138888888888888,0.004173888888888889
human.,0.0004327777777777778,0.000155
fact,0.015756666666666665,0.020808333333333335
writer,0.005221666666666667,0.006353888888888889
loving,0.003202222222222222,0.001233888888888889
side,0.013145555555555556,0.013297777777777778
God,0.007637777777777778,0.0053794444444444445
him.,0.006843888888888889,0.005425555555555556
twisted,0.001076111111111111,0.001238888888888889
turned,0.007972222222222223,0.014351666666666667
glass,0.0027233333333333332,0.0033933333333333333
Oh,0.002872222222222222,0.00582
please,0.004747777777777778,0.009042777777777778
guess,0.007482222222222223,0.021538333333333333
novel,0.01299888888888889,0.011582222222222223
one,,0.008827777777777778,0.011916666666666667
others,0.016919444444444445,0.01700222222222222
beware!,9.833333333333333e-05,0.0012555555555555555
drivel.,2.7222222222222223e-05,0.0009722222222222222
trouble,0.005102777777777778,0.007185555555555555
featured,0.001571111111111111,0.0011744444444444445
back,0.05245333333333333,0.07314277777777778
cover,,0.0012494444444444445,0.0018777777777777777
first,0.09792944444444444,0.10098277777777778
page,0.009382222222222222,0.013983333333333334
removed,0.0015655555555555555,0.003488888888888889
doubt.,0.00037611111111111113,0.00028166666666666666
Wait,0.00041777777777777777,0.0013688888888888889
maybe,0.00939,0.020103333333333334
point.,0.002531111111111111,0.0034122222222222223
re-read,0.0015,0.0008233333333333334
beginning,0.010187777777777778,0.007852222222222222
clear.,0.001558888888888889,0.0011872222222222223
prose,0.001736111111111111,0.002116111111111111
purposes.,0.0004694444444444444,0.00042666666666666667
glad,0.015764444444444446,0.007788888888888889
didn't,0.03692277777777778,0.07630944444444444
all.,0.011653888888888889,0.029826666666666668
Awful,4.3333333333333334e-05,0.003213888888888889
beyond,0.005764444444444444,0.00815888888888889
wasting,0.0005294444444444445,0.004154444444444444
money.,0.007217777777777778,0.033
seems,0.024013333333333334,0.03689666666666667
7th,0.0006572222222222222,0.0006116666666666667
grader,0.00025444444444444446,0.00043055555555555555
grammatical,0.0002238888888888889,0.0009183333333333333
skills,0.0028138888888888888,0.0017377777777777778
another,0.03792444444444444,0.061877777777777775
reviewer,0.004418333333333333,0.006692222222222222
points,0.004792777777777778,0.004803888888888889
out,,0.007416111111111111,0.009191111111111112
per,0.0035416666666666665,0.005421111111111111
chapter.,0.0009716666666666667,0.0014955555555555555
example,,0.002118333333333333,0.004316666666666667
mentioned,0.0036794444444444444,0.005524444444444445
house.,0.0034433333333333334,0.0024955555555555555
distracted,0.00022333333333333333,0.0004877777777777778
writing,0.01835777777777778,0.02557
weak,0.0025883333333333335,0.008730555555555556
plot,,0.0023127777777777777,0.004838888888888889
decided,0.011578888888888889,0.015562222222222222
pencil,0.00044666666666666666,0.0006188888888888889
hand,0.00862,0.008723333333333333
mark,0.0014711111111111112,0.0019555555555555554
horrible,0.001865,0.015020555555555556
grammar,0.000685,0.0012072222222222222
Please,0.002983888888888889,0.009286666666666667
don't,0.07669611111111112,0.12323777777777778
too,,0.004125555555555556,0.0029977777777777776
good,0.17936055555555555,0.1507
author's,0.004079444444444445,0.007147222222222222
faith,0.002511666666666667,0.0017638888888888888
on!,0.0008894444444444444,0.0011466666666666667
try,0.01800888888888889,0.036227777777777775
us,0.028399444444444446,0.019886666666666667
fake,0.0007838888888888889,0.0029211111111111113
reviews.,0.0023922222222222222,0.007056111111111111
It's,0.07199833333333333,0.05798222222222222
obvious,0.0029416666666666666,0.006761111111111111
glowing,0.00034666666666666667,0.001595
person,,0.00153,0.0015422222222222222
perhaps,0.005342777777777778,0.007087777777777778
herself.,0.0008883333333333333,0.0008188888888888889
sentence,0.0007316666666666667,0.001901111111111111
structure,0.0013172222222222222,0.0013994444444444445
think,0.07257888888888889,0.07698277777777777
romantic,0.003787222222222222,0.0019183333333333333
baseball,0.001135,0.0007394444444444445
comedy,0.004298333333333334,0.002881111111111111
hear,0.018246111111111112,0.01766777777777778
folks,0.0023688888888888887,0.0028483333333333334
'em,0.0008733333333333334,0.0004922222222222222
anymore,,0.0006111111111111111,0.0008611111111111111
might,0.020797222222222224,0.032415
talking,0.0052588888888888885,0.008026666666666666
cool,0.010988333333333333,0.007363888888888889
young,0.018605555555555556,0.009026666666666667
Cuban,0.0003438888888888889,0.00018722222222222222
girl,0.00871,0.006765
searching,0.0033483333333333334,0.0027427777777777776
resort,0.0003155555555555556,0.0005838888888888889
kitchen,0.003895,0.0029422222222222224
gig,0.0003772222222222222,0.00035611111111111114
motorcycle,0.0005261111111111111,0.0003083333333333333
maintenance,0.0004694444444444444,0.0003772222222222222
man,,0.001981111111111111,0.001725
three,0.020395,0.024586666666666666
hysterical,0.00034333333333333335,0.00023555555555555556
Italian,0.0015411111111111112,0.001195
right,0.03615111111111111,0.03394722222222222
handed,0.0006505555555555556,0.0007283333333333333
pitcher,0.0003188888888888889,0.0004238888888888889
plays,0.00811611111111111,0.005036666666666667
team,0.0027005555555555554,0.001651111111111111
often,0.012856111111111112,0.01085
case,0.012065,0.014792222222222222
honest,,0.0012811111111111111,0.0010677777777777777
comical,0.00039666666666666664,0.00034333333333333335
always,0.04121888888888889,0.023746666666666666
interaction,0.0008883333333333333,0.0005872222222222223
players.,0.0008172222222222222,0.0010966666666666666
mix,0.007523888888888889,0.0036516666666666668
special,0.011503888888888888,0.009261666666666666
effects,,0.0008738888888888889,0.0011172222222222221
salsa,0.0002955555555555556,0.00015666666666666666
gets,0.021579444444444443,0.021021111111111112
BIG,0.0012694444444444444,0.002433888888888889
stars,0.018071666666666666,0.01986388888888889
me!,0.002182777777777778,0.0019805555555555557
doctor,0.0016,0.0013033333333333334
required,0.004194444444444444,0.004242777777777778
wear,0.007496666666666666,0.006041111111111111
compression,0.00019833333333333332,0.0003172222222222222
wore,0.001925,0.0023233333333333335
ugly,0.0007938888888888889,0.002273888888888889
white,0.006269444444444445,0.008462222222222222
hose,0.0011116666666666666,0.0020777777777777778
thick,0.0032333333333333333,0.0031633333333333335
brown,0.0011366666666666667,0.0015244444444444444
gave,0.018353333333333333,0.02686388888888889
needed,0.016279444444444444,0.01336
looked,0.008561111111111111,0.016967777777777776
regular,0.006691666666666667,0.0076
Even,0.013585,0.017822777777777778
though,0.026065555555555557,0.02441888888888889
blood,0.002277777777777778,0.0022938888888888887
gone,0.0055338888888888885,0.008262222222222223
years,,0.007184444444444445,0.005931666666666667
still,0.07254222222222222,0.060605
support,0.005403888888888889,0.016255555555555554
legs,0.0017127777777777777,0.002243888888888889
problems,0.013368333333333333,0.016190555555555555
tops,0.0007438888888888889,0.0006188888888888889
rolling,0.0011627777777777778,0.0013427777777777778
tried,0.014758333333333333,0.04234277777777778
hated,0.0017105555555555557,0.005118888888888889
skin,0.0038672222222222224,0.00341
pulled,0.0022833333333333334,0.0035916666666666666
day.,0.008853333333333333,0.00667
inexpensive,0.002472222222222222,0.0017416666666666668
belt,0.0017261111111111112,0.0021733333333333335
works,0.04198277777777778,0.024645
fine,0.015718333333333334,0.017598333333333334
helps,0.009411111111111111,0.0018372222222222223
High,0.0031505555555555557,0.0020777777777777778
product.,0.01496111111111111,0.025961111111111112
However,,0.01826,0.02824888888888889
difficult,0.012176111111111112,0.01890722222222222
get,0.1253938888888889,0.17070333333333335
older,0.009241666666666667,0.008132222222222223
people.,0.004381111111111111,0.0042383333333333335
I've,0.063445,0.054511111111111114
full,0.022285555555555555,0.022367777777777778
workout,0.004047777777777778,0.002417777777777778
getting,0.026408888888888888,0.030631666666666668
on.,0.008483888888888888,0.014222777777777779
Also,,0.007878333333333333,0.013608888888888889
wears,0.0012566666666666666,0.001233888888888889
begin,0.003932777777777778,0.00471
roll,0.003128888888888889,0.0025555555555555557
top,0.01902888888888889,0.01835888888888889
create,0.005592222222222222,0.004748333333333334
deep,0.007392777777777778,0.0040977777777777774
skin.,0.0011227777777777779,0.0011038888888888888
them,,0.007562222222222222,0.009038333333333334
two,0.053885,0.07204555555555556
difficulties,0.0006188888888888889,0.0003538888888888889
addressed,0.0005094444444444444,0.00047555555555555556
help.,0.0016255555555555557,0.003586666666666667
sizes,0.0012455555555555555,0.001123888888888889
recomended,0.0004294444444444444,0.00023277777777777777
size,0.015172222222222222,0.013026111111111112
chart,0.0007066666666666666,0.00062
real,0.03258833333333333,0.037650555555555555
smaller,0.005674444444444445,0.005066666666666666
sheer,0.0015433333333333334,0.0011144444444444444
item,0.011669444444444444,0.028440555555555556
better,0.06261833333333333,0.08842055555555556
store,0.008910555555555555,0.012736666666666667
check,0.009181666666666666,0.010832222222222222
model,0.005088333333333334,0.008502222222222222
may,0.031370555555555554,0.03501611111111111
ok,0.002455,0.007957777777777777
active,0.0012766666666666666,0.0009983333333333333
around,0.03278388888888889,0.031785
alot,0.007636111111111111,0.0055027777777777774
job,0.024398333333333334,0.011656666666666666
consistently,0.00125,0.0013816666666666667
rolled,0.0007127777777777778,0.0007933333333333333
standard,0.00562,0.006179444444444445
stock,0.002286666666666667,0.003032222222222222
support,,0.000375,0.0014811111111111112
stays,0.003546111111111111,0.0018133333333333332
gives,0.02134611111111111,0.009347222222222222
need.,0.002033333333333333,0.0009205555555555555
pair,0.004747777777777778,0.004774444444444445
tore,0.00028388888888888886,0.000983888888888889
struggled,0.0006461111111111111,0.0010333333333333334
pull,0.0048872222222222225,0.006047777777777778
Good,0.05010722222222222,0.018231666666666667
cookie,0.0006927777777777777,0.00077
funny,0.013735555555555556,0.010383333333333333
product,0.04330111111111111,0.07864
knowing,0.0038233333333333335,0.0030905555555555556
mix.,0.000745,0.0006016666666666667
quickly,0.010342777777777777,0.00904611111111111
packaged,0.001765,0.0016983333333333334
no,,0.0005861111111111111,0.0015583333333333332
noticed,0.004516111111111111,0.007726111111111111
since,0.038954444444444444,0.03862111111111111
baking,0.0009194444444444444,0.0006611111111111111
convenience,0.0006683333333333333,0.00048333333333333334
dough,0.00045777777777777776,0.0005883333333333333
wrapped,0.001506111111111111,0.0016183333333333334
plastic,0.007739444444444445,0.019503333333333334
bit,0.03925388888888889,0.023563888888888888
surprise.,0.001005,0.00039777777777777777
messy,0.0006377777777777778,0.0008516666666666667
(it,0.0015611111111111112,0.0020033333333333335
extremely,0.01252,0.017122222222222223
flexibility,0.0005183333333333333,0.00023833333333333334
ratio,0.0003222222222222222,0.00051
ingredients,0.0016672222222222223,0.0018922222222222222
extra,0.010938333333333333,0.01032888888888889
butter,0.000845,0.0008616666666666666
baked,0.00046833333333333335,0.000405
cookies,0.0006755555555555555,0.0005783333333333334
really,0.12476944444444445,0.11756611111111111
large,0.012001111111111112,0.011302222222222222
chocolate,0.0013222222222222222,0.001011111111111111
chips,0.000595,0.0007955555555555555
addition,0.009442777777777777,0.003023333333333333
Another,0.00872,0.0066233333333333335
Digital,0.0013944444444444445,0.001751111111111111
Copy,0.00012944444444444445,0.0005505555555555555
Rather,0.0006655555555555555,0.0015122222222222223
scratches,0.0008772222222222223,0.001623888888888889
random,0.0010983333333333333,0.0030605555555555555
combined,0.0019066666666666668,0.0010461111111111112
muddy,0.00019666666666666666,0.0004694444444444444
light,0.01686611111111111,0.016489444444444445
vague,0.0003572222222222222,0.0014833333333333332
image,0.0024638888888888887,0.004143333333333333
resolution.,0.00022277777777777777,0.0004677777777777778
Probably,0.0016494444444444445,0.0021294444444444447
packaging,0.0023833333333333332,0.005148888888888889
straight,0.005914444444444444,0.005951666666666667
street,0.0017455555555555555,0.0016122222222222221
corner,0.0010838888888888888,0.0014427777777777779
bootleg,0.00019888888888888888,0.0007822222222222222
seen,0.02388,0.021310555555555555
reasonably,0.0017583333333333333,0.0013683333333333334
condition,0.005224444444444445,0.0025255555555555556
film,0.023072222222222223,0.026629444444444445
copy,,0.000745,0.0008394444444444444
defining,0.00032,0.00022944444444444444
visuals,0.0005988888888888889,0.0005438888888888889
crystal,0.0011572222222222222,0.0006116666666666667
clear,0.012683333333333333,0.010636666666666668
lighting,0.0009761111111111111,0.0010938888888888888
black,0.00831,0.010802777777777777
white.,0.0004894444444444445,0.0007005555555555555
surrounding,0.001208888888888889,0.00103
scenes,0.007535555555555556,0.009624444444444444
set,0.03299111111111111,0.02865888888888889
early,0.013283333333333333,0.00837111111111111
morning,0.0033983333333333335,0.0030816666666666666
ground,0.0026616666666666668,0.0029405555555555556
memory,0.004252777777777778,0.0035655555555555558
events,0.0048672222222222224,0.0033744444444444442
bridge,0.00073,0.0006305555555555555
water,0.010106666666666667,0.014567222222222223
bright,,0.0006083333333333333,0.00035277777777777776
clear,,0.0023033333333333334,0.0009405555555555556
dull,,0.00022222222222222223,0.0017344444444444445
dark,,0.001218888888888889,0.0009555555555555555
Or,,0.00021277777777777777,0.00041444444444444444
remember,0.011587777777777778,0.007623888888888889
that,,0.010608333333333334,0.012354444444444444
hard,0.035265,0.04414277777777778
award,0.0007483333333333334,0.0007466666666666666
film's,0.0005,0.0006033333333333333
presentation,0.0020472222222222224,0.00176
DVD,0.02458166666666667,0.029043333333333334
comes,0.02375,0.02030888888888889
public,0.002748888888888889,0.0033588888888888887
library,0.00442,0.0047372222222222225
none,0.004083333333333333,0.007859444444444445
appear,0.0025794444444444445,0.004857222222222222
Amazon.,0.004413888888888889,0.007023333333333334
fascinating,0.0057016666666666665,0.00149
insight,0.006498888888888889,0.00311
life,0.039878333333333335,0.020766666666666666
modern,0.008489444444444445,0.004667222222222222
